scrape_date,company,location,posted_time_ago,applicant_number,job_title,job_description,level,employment_type,job_function,industries
2024-02-26 01:58,"Calabrio, Inc.","Stockholm, Stockholm County, Sweden",4 days ago,,Senior Software Engineer,"We are looking for a highly motivated Senior Software Engineer with full-stack competence. This Senior Software Engineer will be part of a multi-functional team (Product Owner, Developer and QA), working with the full stack within our CI/CD environment. At Calabrio, thousands of test cases are executed at every push, and our cloud customers are updated every week. Our teams are integral in backlog storytelling, developing, testing and monitoring in production. Our software suite has not only set a new standard for Customer Contact Center software but has driven innovation within the entire industry.Calabrio encourages you to be part of the development community, as open-source components are important pieces of our solution. We work with the latest front end and back-end technologies like Angular, .Net, html5, css3, SQL, PostgreSQL and tools such as Rider and Visual Studio. If you are keen on agile development and continuous delivery, you will want to join us! What you will be doingAdvance our software to the next level of quality and scalability by designing and implementing new features in a web based, multi-tenant, secure cloud environment.Maintain the present code base, as we complete the journey from Windows applications to cloud native web applications.Collaborate with your development colleagues by using pair- or mob programming.Support and guide junior colleagues both within your team and across the organization, serving as a mentor and offering assistance as needed. Requirements10 or more years of experience in agile software development.Long experience of working with .Net, C#, HTML, JavaScript, CSS, Angular or React.Broad knowledge of working with SQL Server or PostgreSQL.Experience in test driven development (TDD).Experience with cloud platforms like Azure and/or AWS and container deployments.Experience in coaching and supporting junior colleagues.Exposure to the most current development tools and technologies.Excellent analytical and problem-solving mindset.Drive to always deliver value to customers.Dedicated collaborator, in a pair or in a group.Fluency in English. BenefitsCalabrio People are: Open, Clear, Ambitious, Accountable, Collaborative, ConsistentWhat we value most...workplace diversity and ensuring an environment of mutual respect. We believe that diversity and inclusion are critical to our success, and we are proud to be an equal opportunity employer.Our commitment is to continue to keep our people healthy, focused, and creative. We've built a company culture where you'll feel motivated and truly excited to come to work. Calabrio is driven by the diversity of our talented team members who come from a wide variety of backgrounds and lifestyles. As an equal opportunity employer, we always consider and embrace ALL individuals including what makes them unique. We believe our team members should be happy and healthy, with peace of mind and a sense of accomplishment.About Calabrio:Calabrio has joined forces with some of the best minds and most progressive concepts on enriching human interactions through our customer experience intelligence platform. For you, that means working on high-performing innovative teams that combine their incredible ideas in one incredible company.Our team members are offered comprehensive benefits for various life circumstances and needs, great opportunities for career development, and a balanced work-life to achieve personal and professional success (all benefits are subject to eligibility requirements).Awards & Accolades:Calabrio has 300 Global Partners, more than 2.25 million agents, and over 7,000 customers worldwide. We've been doing this for more than two decades and have been recognized by leading independent third parties such as Gartner, Forrester, and G2 Crowd as a leader and visionary.Calabrio celebrates and fosters a culture that thrives on diversity. We are an Equal Opportunity Employer that prohibits discrimination and harassment of any kind. We provide employees with a work environment free of discrimination and harassment. All employment decisions at Calabrio are based on business needs, job requirements, and individual qualifications, without regard to race, color, religion, sex, sexual orientation, gender identity, national origin, veteran or disability status, parental status, or any other status protected by the laws or regulations in the locations where we operate. We celebrate the >40 nationalities of team members that contribute to our success.  



        
            Show more
          

          



        
            Show less",Mid-Senior level,Full-time,Engineering and Information Technology,Software Development
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
2024-02-26 01:58,Cambio Group,"Stockholm, Stockholm County, Sweden",1 day ago,,ITSM System Engineer,"Cambio is one of the Nordics' leading suppliers in e-health with a comprehensive offering for the entire health and care chain. Our e-health solutions support healthcare professionals in their daily work and offer patients safer and more easily accessible care. We are proud to be an important part of Swedish healthcare. We are growing continuously and now have about 900 employees in several countries.The positionAs a ITSM System Engineer, you will be part of our IT maintenance team responsible for JSM, Jira and Confluence. The team is in Stockholm and Sri Lanka and consists of individuals with different backgrounds and expertise within the Atlassian suite.You will be working with designing and implementing workflows in JSM and Jira to support both the internal R&D processes as well as the customer-facing support & delivery processes. As we are changing our existing Jira-based setup to JSM & Jira you will be driving change projects from a technical standpoint.At Cambio, we encourage taking initiatives that contribute to the development of the company and ourselves. For us, it is important that you should have the opportunity to grow, both as a person and as an employee. Our culture is described through the words “Trust”, “Care” and “Together” which permeate everything we do. About YouTo succeed in this role, we believe that you have great technical skills and have a keen interest in issue-tracking systems and the processes connected to it. You enjoy putting together technical solutions with your team as well as developing and coaching the team further in your area of expertise. You will also need to have good communication and collaboration skills.Requirements 5+ years of experience working with configuring and customizing JSM, Jira and Confluence or similar systems.Understanding of IT service management processes.Experience in working with MSSQL.Experience in infrastructure monitoring.Experience with Linux systems.Expert troubleshooting skills.Excellent communication skills in English.It's a bonus if youHave experience in other roles in software development and delivery.Are familiar with ITIL-foundation processes.Experience in developing tools using scripting languages.Can communicate fluently in Swedish.Place of employment: Stockholm (Preferred) or LinköpingAt Cambio we value a healthy work-life balance, and to encourage that we apply a hybrid working-model. Together with your team you decide which days you work at the office. On the remaining days you can work remotely from home, but you are always more than welcome to work at the office too.Scope: Full timeForm of employment: Permanent employment, 6 months trial periodOther: We screen the applications and hold interviews continuously so please send your application as soon as possible via the link.We encourage and eagerly welcome all applications, but we will only consider candidates who are located and have the legal right to work in Sweden. We will ask for verification during the process. We look forward to receiving your application!Read more about us here!Are you interested in Cambio but you don’t feel that this position is the perfect match? Check out our other open positions at the career site here!Cambio Healthcare Systems is Sweden’s leading suppliers of healthcare information systems and a growing player in the European market with just over 100,000 users across general and university hospitals, specialist units and outpatient units. Through the use of our integrated solutions, our customers provide services to 4 million patients.
        


        
            Show more
          

          



        
            Show less",Entry level,Full-time,Information Technology,Software Development
2024-02-26 01:58,qte development,"Stockholm, Stockholm County, Sweden",2 days ago,,Software Engineer II,"""100% av medarbetarna tycker qte är en bra arbetsplats""Att jobba på qte innebär att jobba på sina egna villkor. Du vet själv var och när du jobbar som bäst så vi låter dig styra din arbetsdag efter det. Frihet på arbetet ger frihet i vardagen och det ger oss lyckliga medarbetare. Utöver flexibilitet erbjuder vi dig en arbetsplats med mycket energi och vilja att utvecklas ihop med varandra. Och de fina orden i rubriken? De kommer från vår senaste medarbetarundersökning och det gör oss så stolta!Vill du veta mer om hur det är att jobba på qte? Kolla in vår karriärssida.Är du mjukvaruutvecklare?Vi är techbyrån som hjälper företag att förverkliga sina tekniska drömmar. Utöver app- och webbutveckling hanterar vi även de tyngre tekniska integrationerna som krävs för att skapa produkter som tar verksamheter till nästa steg. Med stort engagemang och rådgivande vägledning har vi som mål att förenkla tech för våra kunder. Vi har funnits sedan 2018 och har idag över 40 medarbetare utspridda över Sverige. 2023 utsågs vi till Sveriges 8:e bästa arbetsplats bland organisationer med upp till 49 medarbetare. På qte värderar vi vår kultur och arbetsmiljö högt och vi lägger därför stor vikt vid personliga egenskaper när vi rekryterar nya qte:ies.Nu söker vi en driven Software Engineer med stark problemlösningsförmåga som vill vara med och utveckla förstklassiga produkter åt våra kunder. Så vad är det vi letar efter? I den här rollen förväntar vi oss att du redan har arbetat med mjukvaruutveckling i flera år och/eller har högskoleexamen samt har god förståelse för hur man driver lyckade mjukvaruprojekt. Förutom att du har ett driv och passion för utveckling tar du ansvar för den kod du levererar och hjälper gärna dina mer juniora medarbetare framåt. I denna tjänst är du med och tar beslut tillsammans med ditt team och tar stort ägandeskap för vad ni producerar. Det är en roll som låter dig ta nästa steg i din karriär.Som Software Engineer kommer du att vara en nyckelspelare i vårt team, med ett fokus på att leverera skräddarsydda mjukvarulösningar till våra kunder. I denna roll förväntas du ha en stark affärsförståelse och förmågan att anpassa tekniska lösningar för att möta specifika affärsbehov. Du kommer jobba i en utmanande miljö där kunder och kollegor har höga förväntningar på ditt arbete.Vad du kommer jobba med: Utveckla Mjukvarulösningar: Skapa och implementera anpassade mjukvarulösningar i Typescript/NodeJS. Var aktiv i hela utvecklingsprocessen, från design till implementation och support. Affärsutveckling: Använd din förståelse för affärsprocesser och branschspecifika utmaningar för att designa lösningar som möter kundens behov och bidrar till deras framgång. Kundkommunikation: Arbeta nära kunder för att förstå deras affärsmål och översätta dessa till tekniska krav. Problemlösning: Anpassa dig snabbt till nya teknologier och affärsmiljöer. Visa upp starka problemlösningsförmågor i utmanande projekt. Samarbete och Ledarskap: Arbeta i tvärfunktionella team och bidra till en positiv och produktiv arbetsmiljö. Visa upp ledaregenskaper när situationen kräver det. Coacha och stötta andra utvecklare.Vem du är:Minst 2 års relevant erfarenhet av mjukvaruutveckling.Utmärkt problemlösningsförmåga.Starka kunskaper i programmeringsspråk såsom Typescript, Java, Go, eller C#.Starka kunskaper och erfarenhet av att arbeta med databaser och komplexa datamodeller.Demonstrerad förmåga att förstå och tillämpa affärsprinciper i tekniska lösningar.Erfarenhet av att skriva kod av hög kvalitet som går att underhålla under en lång tid.Förmåga att effektivt kommunicera tekniska koncept till icke-tekniska stakeholders.Övrigt:Denna position kräver starka kommunikationsfärdigheter på både svenska och engelska. Vi söker en kandidat som är passionerad för teknik, har en naturlig nyfikenhet och en stark vilja att lära sig och utvecklas i rollen.AnsökanSkicka in din ansökan längre ner på denna sida. Vid frågor är du varmt välkommen att höra av dig till vår HR-chef Ami Gustafson på 070 - 974 96 41 eller ami@qte.se.Vi är techbyrån som hjälper företag att utveckla sina tekniska plattformar. Utöver app- och webbutveckling hanterar vi även de tyngre tekniska integrationerna som krävs för att skapa produkter som tar verksamheter till nästa steg. Med stort engagemang och rådgivande vägledning har vi som mål att förenkla tech för våra kunder. Vi har funnits sedan 2018 och har idag över 40 medarbetare utspridda över Sverige. 2023 utsågs vi till Sveriges 8:e bästa arbetsplats bland organisationer med upp till 49 medarbetare.



        
            Show more
          

          



        
            Show less",Entry level,Full-time,Engineering and Information Technology,IT Services and IT Consulting
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
2024-02-26 01:58,emagine,Greater Stockholm Metropolitan Area,2 days ago,,Senior Software Engineer Data,"Emagine are now looking for a Senior Software Engineer Data to one of our Nordic banking clients.Start date: ASAPEnd date: 2024-09-30Location: Stockholm (3 days onsite per week and 2 days remote)Role/Assignment Overview:Client is embarking on a mission to accelerate and democratize data from Core Custody Systems, empowering teams across the organization to make data-driven decisions and drive innovation. Our teams are focused on managing Holdings, Transactions & Instrument Data crucial to Securities Trading, covering areas such as Securities Clearing, Settlement & Ledger systems.Recently, the client has secured approval to develop an Access Layer atop Mainframe Systems. Our primary internal stakeholder is requesting low latency data retrieval via GraphQL to support a mobile application.This Access Layer project consists of three vital components: a ""Processing layer,"" a ""Serving Layer,"" and the associated Infrastructure on Google Cloud Platform (GCP).Requirements:We are in search of a highly skilled Software Engineer with a solid foundation in programming fundamentals, proficiency in Python, and familiarity with other relevant languages. A comprehensive understanding of Distributed Systems, including technologies such as Kubernetes (K8s) and Kafka, is essential. Additionally, candidates should possess robust knowledge of SQL and hands-on experience with Cloud Infrastructure, particularly in Google Cloud Platform (GCP), leveraging Infrastructure as Code (IaC) principles. Our are specifically seeking an individual adept at data ""Serving,"" with potential for microservices development, potentially utilizing .NET and incorporating a GraphQL layer. This role extends beyond coding to encompass the entire development lifecycle, including GCP infrastructure management, GitLab Pipelines, Testing (CI/CD), and adherence to security protocols. FurthermoreWe are looking for a consultant who is a problem solver, unafraid to learn new things, and collaborative.As the team refines technical specifications along the way, we are seeking passionate individuals capable of crafting technical solutions and effectively communicating with stakeholders, particularly fellow developers.Preferred Qualifications: To excel in this role, we anticipate candidates to possess: Strong Programming Fundamentals Experience with Event Driven Architecture Proficiency in Cloud Infrastructure DevOps Mindset – Prioritize Automation Strong English Proficiency & Problem-Solving Skills Collaborative Approach to Work Previous banking experienceTechnologies & Concepts: We utilize a variety of technologies and concepts, including Python, .NET, GraphQL, GCP, REST, Docker, Linux, GitLab, SQL, Gitlab Terraform, bash, microservices, redis, and APIs.Language Skills:English



        
            Show more
          

          



        
            Show less",Not Applicable,Full-time,Engineering and Information Technology,IT Services and IT Consulting
2024-02-26 01:58,Deploja,"Solna, Stockholm County, Sweden",2 days ago,,Senior Software Engineer,"Role:We are seeking a highly qualified software developer with a strong foundation in programming fundamentals, proficiency in Python, and familiarity with other relevant programming languages. A comprehensive understanding of distributed systems is crucial, including skills in technologies such as Kubernetes (K8s) and Kafka. Additionally, candidates should possess solid knowledge of SQL and practical experience with cloud infrastructure, especially on the Google Cloud Platform (GCP), using Infrastructure as Code (IaC) principles. Specifically, we are looking for an individual skilled in data ""Serving,"" with the potential for microservices development, possibly using .NET and incorporating a GraphQL layer. This role extends beyond coding to encompass the entire development lifecycle, including GCP infrastructure management, GitLab Pipelines, testing (CI/CD), and adherence to security protocols.Essential requirements:Strong Programming FundamentalsExperience with Event Driven ArchitectureProficiency in Cloud InfrastructureDevOps Mindset – Prioritize AutomationStrong English Proficiency & Problem-Solving SkillsCollaborative Approach to Worl technologies and concepts,including Python, .NET, GraphQL, GCP, REST, Docker, Linux, GitLab, SQL, Gitlab Terraform, bash, microservices, redis, and APIsLanguage Skills:EnglishPlease explain how you meet all the requirements when applying.Utilization: 100%Location: Stockholm 3 days/weekPeriod: 11-03-2024 - 30-09-2024Last day to apply: 27-02-2024We present regularly. This means that we sometimes remove the assignements from our website before the final application deadline. If you are interested in an assignement, we recommend that you submit your application as soon as possible.
        


        
            Show more
          

          



        
            Show less",Mid-Senior level,Full-time,Engineering and Information Technology,IT Services and IT Consulting
2024-02-26 01:58,Deploja,"Solna, Stockholm County, Sweden",5 days ago,,Deploja söker en Software Engineer,"Vi har nu ett behov hos en kund efter en Software Engineer och söker därför en ytterligare konsult och kollega med den rätta inställningen och som vill lära sig samt dela med sig av sina kunskaper. Med rätta inställningen vet vi att du skulle lyckas som konsult hos Deploja. Vi tror på att bygga ett bolag av olika personligheter som på olika sätt bidrar.Vi vill ständigt bli bättre och är bara i uppstartsfasen av en spännande resa så vi vill därav bli fler duktiga kollegor!Rollen:Du kommer att ansvara för att utveckla mjukvara för produkter riktade mot konsumenter och interna produkter över mer än 100 länder. Vi skapar helhetsupplevelsen för onlineförsäljning/prenumerationer, globala kampanjer samt ramverk för andra delar. Dina ansvarsområden kommer att inkludera snabb utveckling av prototyper/koncept och främst produktutveckling. En start-up mentalitet där du snabbt har utvecklat prototyper och katalyserat produktutveckling i en snabbrörlig, dynamisk miljö är en fördel. Erfarenhet av agil utveckling och att vara en förespråkare för bästa praxis inom mjukvaruutveckling är ett måste, liksom att leda och stödja dina lagkamrater med tekniska beslut.För denna roll ser vi gärna att du har:Expertis inom C# och/eller Java och det relaterade ekosystemet.Mycket bekant med Typescript och JavaScript-programmering och att bygga gränssnitt med HTML och CSS.Kunskap om React och det relaterade ekosystemetKännedom om Kubernetes i en molnmiljö (Azure eller AWS) är ett stort plusMikrotjänster och händelsestyrd arkitekturSista ansökningdatum: 27-02-2024Vad erbjuder Deploja ?Vi sätter individen i centrum av vår verksamhet. För oss är det viktigt att du trivs både på jobbet och på din fritid, eftersom vi tror att din framgång och trivsel går hand i hand. Därför ger vi dig möjligheten till en mer flexibel vardag där du kan bestämma hur mycket du vill arbeta och om du vill göra det hemifrån, hos kund eller på vårt kontor.Vår modell utmanar verkligen IT-konsultbranschen. Deploja erbjuder sina konsulter större delen av ersättningen, eftersom det trots allt är du som konsult som levererar värde hos kunden och därmed enligt vår mening bör bli kompenserad därefter!Vi erbjuder dig följande, Valet är ditt!🚀 Spännande uppdrag hos våra många kunder. Vi fokuserar på långsiktiga uppdrag, vilket ger dig möjlighet att skapa värde för kunden samtidigt som du utvecklas själv.🌟 En trygg månadslön – tillsammans bestämmer vi en grundlön baserad på dina uppdrag(vanligtvis runt 50''-75.000 SEK/mån).🚗 Tjänstebil – vi uppmuntrar dig att välja en elbil för en mer hållbar framtid.💼 Tjänstepension och stora möjligheter till löneväxling.🌴 Semester - Önskar du mer än 30 dagar semester, kanske 60 dagar?🏥 Privat sjukvårdsförsäkring, olycksfallsförsäkring och livförsäkring för ökad trygghet.📚 Kompetensutveckling – du får själv sätta din budget och välja vilka utbildningar du vill delta i.🕑 Livskvalitet - Har du kanske svårt att få ihop pusslet i vardagen och önskar arbeta lite mindre och ändå kunna tjäna lika mycket om inte mer?Låter rollen intressant? Ansök i så fall omgående för vi intervjuar löpande! Rollen kan tillsättas innan sista ansökningsdatum.Om ovanstående jobb beskrivning inte passar dig, tveka inte att skicka in din spontan ansökan ändå om du känner dig redo för ett friare liv som konsult via länken här.Varmt välkommen med din ansökan!
        


        
            Show more
          

          



        
            Show less",Entry level,Full-time,Engineering and Information Technology,IT Services and IT Consulting
2024-02-26 01:58,Redeploy,Greater Stockholm Metropolitan Area,4 days ago,28 applicants,Senior Machine Learning Engineer,"About Reinsight  At Reinsight (part of Redeploy Group), we specialize in building modern cloud data platforms to serve clients across the Nordics to enable enterprise-scale analytical capabilities. Our core focus lies in delivering cutting-edge solutions, including consulting expertise, managed services, and SaaS Data & AI platforms. We take pride in our strategic partnerships with industry leaders such as Microsoft & Databricks, positioning ourselves at the forefront of technological innovation. Reinsight has successfully delivered large-scale and innovative data platforms to Electrolux, Coop, Folksam, PostNord, and Handelsbanken to name a few. Our dedicated team is passionate about enabling enterprise-scale analytical capabilities, empowering our clients to gain profound insights and make informed, impactful decisions.  The demand for cloud based analytical platforms is constantly growing and we are now looking for a Senior Machine Learning Engineer to join our growing team in Stockholm or Gothenburg. You will work in a fast-paced environment where you will collaborate with some of the most brilliant minds in the field and contribute to the evolution of our platforms with your expertise Machine Learning.   About the role As a Senior Machine Learning Engineer, you will be joining our AI Engineering team who is responsible for delivering AI solutions, which includes everything from building MLOps platforms to Machine Learning empowered application development. In this role you will apply your knowledge of data science, machine learning and software engineering to implement and run machine learning workloads on the Cloud; in particular, using Databricks, Azure OpenAI and Azure Machine Learning Service. To be considered for the role, we see that you come with the following experiences and skills: University Degree from Computer Science, Software Engineering, Mathematics or equivalent 3+ years of experience as Machine Learning Engineer, Data Scientist, Software Engineer, or DevOps Engineer Knowledge of machine learning algorithms and practical experience of machine learning model development Strong software development skills and proficiency in one or more programming languages, e.g., Python, Scala, C++ Experience in developing CI/CD pipelines for DataOps, DevOps and MLOps purposes Fluency in Swedish and English with good written and communication skills And if you come with below experiences, we see it as a great advantage: Experience of using machine learning platforms like MLflow Experience of development with NLP and LLM Experience of development with Knowledge Graph, Semantic Web or Graph Database Experience of development with Git and Shell under Linux Familiar with Databricks, Azure Machine Learning and Data Lake Experience in technical consulting projects Who are you? A person with passion to innovate and design new products and help customers to find best possible solutions to their needs A great communicator who can present, visualize and translate complex technical and business scenarios to both technical and non-technical stakeholders A person who works within deadlines and manage time effectively Passionate about solving challenging and analytical problems in a fast-paced and ever-changing environment A positive person by nature who have a passion for what you do, putting teamwork and collaboration above all else Confident in yourself and your own abilities, but also open to learning new things and embracing new challenges You would like to work with us if you Want to work with the latest technology and projects within in Analytics and AI Are motivated by customer challenges Like to work in teams and are humble and have a passion for what they do How to Apply If you're ready to launch your career and make a meaningful impact on organizations through your passion for Machine Learning, then don’t hesitate to send in your application by hitting the apply button. We look forward to hearing from you!  Note: To be eligible for the role you need to be based in Stockholm or Gothenburg, or have plans to relocate to either of the locations.



        
            Show more
          

          



        
            Show less",Mid-Senior level,Full-time,"Engineering, Information Technology, and Consulting","IT Services and IT Consulting, IT System Data Services, and IT System Design Services"
,,,,,,,,,,
2024-02-26 01:58,Cisco,"Stockholm, Stockholm County, Sweden",5 days ago,26 applicants,Software Engineer,"What You'll DoCisco is expanding the engineering site in Stockholm. The Stockholm team is focused on WebEx in general and the meeting experience in particular.Cisco WebEx helps people and business across the entire world to connect and collaborate. As a member of the WebEx media team, your work will ensure that every person using our products will get a truly immersive experience regardless of device or location.More specifically, on a day-to-day basis this role involvesbringing to life new software functionality based on product requirementsperforming peer code reviewsparticipating in agile ceremonies (daily stand-ups, planning, release and retrospective meetings)broadening your technical and soft skills with the help of our training programsWho You'll Work WithFirst and foremost, you will be working with us. We are a team of highly motivated professionals, and we sincerely believe that this will be a working experience of a lifetime for you. We offer you an outstanding professional software product development experience in a friendly atmosphere of a startup-like team culture.WebEx is powering the shift to the hybrid workforce! People spend more and more time using our digital collaboration tools, and we want to make sure that they feel truly connected! We hire great people who are eager to contribute to our culture, and we empower them to do just that. We take pride in thinking beyond our day-to-day job descriptions and encourage you to actively seek out opportunities to build the type of work environment that you want to be a part of.Who You AreYou are the kind of engineer that loves media in any way shape or form. The harder the challenge the more fun you think it is and you are comfortable rolling your sleeves up. You are friendly, creative and independent, as well as enthusiastic to learn new technologies and passionate about programming and software development.You should havea good handle of C/C++ programming languageexperience of one platform specific language like Objective-C and/or Swifta solid understanding of design patterns, data structures and algorithmsAlso, it is a plus if you have any experience or interest with any of the followingmedia streaming and relevant protocolsExperience building native apps on Windows, MacOS/iOS, Android (NDK) or LinuxYou must have verbal and written skills in English and a master’s degree in software engineering or another relevant natural sciences field and 2+ years of relevant experience.Why CiscoWe connect everything: people, processes, data, and things. We innovate everywhere, taking bold risks to bring the technologies that give us smart cities, connected cars, and handheld hospitals. And we do it in style with unique personalities who aren’t afraid to change the way the world works, lives, plays and learns.We are leaders with vision, tech enthusiasts, pop culture connoisseurs, and we even have a few purple haired rock stars. We celebrate the creativity and diversity that fuels our innovation. We are dreamers and we are doers.Recently we have won the #1 employer in the World award.We Are Cisco.
        


        
            Show more
          

          



        
            Show less",Not Applicable,Full-time,Information Technology and Engineering,"Computer Hardware Manufacturing, Software Development, and Computer Networking Products"
2024-02-26 01:58,Cisco,"Stockholm, Stockholm County, Sweden",5 days ago,26 applicants,Software Engineer,"What You'll DoCisco is expanding the engineering site in Stockholm. The Stockholm team is focused on WebEx in general and the meeting experience in particular.Cisco WebEx helps people and business across the entire world to connect and collaborate. As a member of the WebEx media team, your work will ensure that every person using our products will get a truly immersive experience regardless of device or location.More specifically, on a day-to-day basis this role involvesbringing to life new software functionality based on product requirementsperforming peer code reviewsparticipating in agile ceremonies (daily stand-ups, planning, release and retrospective meetings)broadening your technical and soft skills with the help of our training programsWho You'll Work WithFirst and foremost, you will be working with us. We are a team of highly motivated professionals, and we sincerely believe that this will be a working experience of a lifetime for you. We offer you an outstanding professional software product development experience in a friendly atmosphere of a startup-like team culture.WebEx is powering the shift to the hybrid workforce! People spend more and more time using our digital collaboration tools, and we want to make sure that they feel truly connected! We hire great people who are eager to contribute to our culture, and we empower them to do just that. We take pride in thinking beyond our day-to-day job descriptions and encourage you to actively seek out opportunities to build the type of work environment that you want to be a part of.Who You AreYou are the kind of engineer that loves media in any way shape or form. The harder the challenge the more fun you think it is and you are comfortable rolling your sleeves up. You are friendly, creative and independent, as well as enthusiastic to learn new technologies and passionate about programming and software development.You should havea good handle of C/C++ programming languageexperience of one platform specific language like Objective-C and/or Swifta solid understanding of design patterns, data structures and algorithmsAlso, it is a plus if you have any experience or interest with any of the followingmedia streaming and relevant protocolsExperience building native apps on Windows, MacOS/iOS, Android (NDK) or LinuxYou must have verbal and written skills in English and a master’s degree in software engineering or another relevant natural sciences field and 2+ years of relevant experience.Why CiscoWe connect everything: people, processes, data, and things. We innovate everywhere, taking bold risks to bring the technologies that give us smart cities, connected cars, and handheld hospitals. And we do it in style with unique personalities who aren’t afraid to change the way the world works, lives, plays and learns.We are leaders with vision, tech enthusiasts, pop culture connoisseurs, and we even have a few purple haired rock stars. We celebrate the creativity and diversity that fuels our innovation. We are dreamers and we are doers.Recently we have won the #1 employer in the World award.We Are Cisco.
        


        
            Show more
          

          



        
            Show less",Not Applicable,Full-time,Information Technology and Engineering,"Computer Hardware Manufacturing, Software Development, and Computer Networking Products"
2024-02-26 01:58,Apotek Hjärtat,"Solna, Stockholm County, Sweden",6 days ago,33 applicants,Data Engineer - Apotek Hjärtat,"We are hiring a Data Engineer for our team developing our data platform on GCP. We are dedicated to building a robust infrastructure that fosters data driven decision making. As part of our Data & Analytics Team you play a crucial role in establishing and optimizing our data platform. If you are passionate about leveraging data to drive business insights, we want to hear from you.Here’s How a Data Engineer Works at Apotek Hjärtat:As a Data Engineer, you collaborate closely with Data Analysts within our Data & Analytics department. Additionally, you will engage in cross-functional collaboration with teams from ICA Group, including engineers, cloud architects, and data scientists. Together, we aim to build a solid foundation for advanced analytics, AI, and Machine Learning integration into our business processes in the long term.You will be a part of establishing the new data platform on GCP. This includes developing data integration, data modeling processes and integrating data from various sources such as databases, APIs, streaming data, and external providers. You will design, build, and maintain data pipelines for efficient data ingest operations. You will be using open source and Google products in cloud environment in an agile way of working. You build it – you run it.This is a Hybrid work position, and you will be based in Stockholm, Solna.Who are we looking for?We are looking for an experienced data engineer who wants to join us in this journey taking our new data platform to the next level. You have a relevant engineering background with experience in building and optimizing data pipelines and data lakes/warehouses – in a cloud environment. This could be GCP, Azure or AWS. You need to be skilled in Python and SQL. You need to have a valid work permit for Sweden or an EU citizenship.Apply Now:For any inquiries about the position, please contact the hiring manager, Karl Berthén, Manager Data & Analytics, karl.berthen@apotekhjartat.se. For questions regarding the recruitment process please reach out to Sanna Smidvik at sanna.smidvik@apotekhjartat.se. Apply as soon as possible, but no later than 2024-03-08. During the recruitment process, we will conduct interviews and assess your skills through psychological and logical tests.
        


        
            Show more
          

          



        
            Show less",Mid-Senior level,Full-time,Information Technology,"Civil Engineering, Software Development, and Financial Services"
2024-02-26 01:58,Deploja,"Solna, Stockholm County, Sweden",2 days ago,,Senior Software Engineer,"Role:We are seeking a highly qualified software developer with a strong foundation in programming fundamentals, proficiency in Python, and familiarity with other relevant programming languages. A comprehensive understanding of distributed systems is crucial, including skills in technologies such as Kubernetes (K8s) and Kafka. Additionally, candidates should possess solid knowledge of SQL and practical experience with cloud infrastructure, especially on the Google Cloud Platform (GCP), using Infrastructure as Code (IaC) principles. Specifically, we are looking for an individual skilled in data ""Serving,"" with the potential for microservices development, possibly using .NET and incorporating a GraphQL layer. This role extends beyond coding to encompass the entire development lifecycle, including GCP infrastructure management, GitLab Pipelines, testing (CI/CD), and adherence to security protocols.Essential requirements:Strong Programming FundamentalsExperience with Event Driven ArchitectureProficiency in Cloud InfrastructureDevOps Mindset – Prioritize AutomationStrong English Proficiency & Problem-Solving SkillsCollaborative Approach to Worl technologies and concepts,including Python, .NET, GraphQL, GCP, REST, Docker, Linux, GitLab, SQL, Gitlab Terraform, bash, microservices, redis, and APIsLanguage Skills:EnglishPlease explain how you meet all the requirements when applying.Utilization: 100%Location: Stockholm 3 days/weekPeriod: 11-03-2024 - 30-09-2024Last day to apply: 27-02-2024We present regularly. This means that we sometimes remove the assignements from our website before the final application deadline. If you are interested in an assignement, we recommend that you submit your application as soon as possible.
        


        
            Show more
          

          



        
            Show less",Mid-Senior level,Full-time,Engineering and Information Technology,IT Services and IT Consulting
