company,location,posted_time_ago,applicant_number,job_title,job_description,level,employment_type,job_function,industries
ACCA Careers,"London, England, United Kingdom",5 days ago,,"Senior Finance Analyst , Data Centre Finance","Amazon UKDo you want to directly influence the future of some of the most successful products in cloud computing? Come join Amazon Web Services Finance! Amazon Web Services (AWS) is a highly reliable, scalable, low-cost infrastructure platform in the cloud that powers hundreds of thousands of enterprise, government and start-up business and organizations in over 190 countries around the world. Launched in 2006, Amazon Web Services officially began offering developer customers access to web services - now widely known as cloud computing - based on Amazon's own back-end technology platform.On the AWS Finance team you will be surrounded by people that are exceptionally talented, bright, and driven, and believe that world class support is critical to customer success. To support this quickly growing business, you must be highly analytical and possess a strong passion for analytics and accountability, setting high standards, and razor-sharp accuracy. We take working hard, having fun, and making history seriously and you should too!We provide end-to-end financial support driving AWS to be the low cost provider in Cloud computing and leader in customer experience. This includes supporting business owners in building, operating and innovating our Cloud datacenters. We support operations, business development, and engineering. You should be passionate about producing financial analysis enabling management to make breakthrough decisions, drive cash flow, and ultimately delight our customers.We Are Growing Rapidly In Existing Regions As Well As Expanding Into New Regions. As a Member Of This Team, You Will Work With Regional AWS Leadership To Serve as a key business partner working directly with regional AWS management and other internal stakeholders to provide financial recommendations Report weekly and monthly financial and operating metrics Manage the financial planning process. Model, analyze and forecast metrics that drive budgeting, forecasting and business decisions Be an integral member in the monthly financial close process and perform ad-hoc projects and analysis as needed Analyze business results for key takeaways to achieve business objectives Monitor compliance with controls and systems, and developing new processes to support the fast-growing, global AWS business Preparing detailed financial models for business segments, drive business initiatives, and identify, implement, and deliver key operational efficienciesWe are open to hiring candidates to work out of one of the following locations:London, GBRBasic Qualifications Bachelor's degree 5+ years of finance or a related analytical field experience Experience in financial modeling, P&L management or analysis Experience with cube engine tools (e.g. TM1, Cognos or Essbase), SQL and Data warehouse, or experience with advanced use of SQL for data mining and business intelligence Experience designing and implementing controls or experience performing audits over financial reporting environment Experience working with stakeholders Solid business judgment and controllership focusPreferred Qualifications MBA, or CPA 5+ years of creating process improvements with automation and analysis experience 5+ years of building financial and operational reports/data sets that inform business decision-making experience 5+ years of applying key financial performance indicators (KPIs) to analyses experience Excellent attention to detail, strong problem solving skills, the ability to deal with ambiguity, and work successfully and effectively on cross-functional teamAmazon is an equal opportunities employer. We believe passionately that employing a diverse workforce is central to our success. We make recruiting decisions based on your experience and skills. We value your passion to discover, invent, simplify and build. Protecting your privacy and the security of your data is a longstanding top priority for Amazon. Please consult our Privacy Notice (https://www.amazon.jobs/en/privacy_page) to know more about how we collect, use and transfer the personal data of our candidates.Our inclusive culture empowers Amazonians to deliver the best results for our customers. If you have a disability and need an adjustment during the application and hiring process, including support for the interview or onboarding process, please contact the Applicant-Candidate Accommodation Team (ACAT), Monday through Friday from 7:00 am GMT - 4:00 pm GMT. If calling directly from the United Kingdom, please dial +44 800 086 9884 (tel:+448000869884). If calling from Ireland, please dial +353 1800 851 489 (tel:+3531800851489).
        


        
            Show more
          

          



        
            Show less",Mid-Senior level,Full-time,Finance and Sales,Accounting
,,,,,,,,,
,,,,,,,,,
ClickJobs.io,"London, England, United Kingdom",1 day ago,,Quantitative Analyst,"Job Title: Quantitative AnalystLocation: Hybrid (4 days per week on client site)Rate: CompetitiveDuration : 12-month contractDeloitteWorking with the Deloitte Associate (Contractor) Programme means we can offer you the opportunity to work on a variation of industry and client related projects click apply for full job details
        


        
            Show more
          

          



        
            Show less",Mid-Senior level,Full-time,"Research, Analyst, and Information Technology",Human Resources Services
Eames Consulting,"England, United Kingdom",2 days ago,90 applicants,Data Engineer - Snowflake (Contract),"Data Engineer Contracts.Snowflake Transformation.AWS, Glue, Python, Snowflake.Up to £800 per day (Inside IR35)Our FS customer is deep into their Snowflake Transformation and requires the support of additional Data Engineering and Architecture consultants to support the program.The tech stack is: AWS, Glue (PySpark), Lambdas, SnowflakeFor the Data Engineer they are looking to implement new use cases onto the platform and build reusable Python Engines - strong Software Engineering experience in Python is required and ability and desire to operate as a Technical Lead.Initial contracts are 6 months and rates on offer are between £700 - £800 per day (Inside IR35). We are looking to set up interviews immediately so if you are interested please click apply and I will be in touch.



        
            Show more
          

          



        
            Show less",Mid-Senior level,Contract,Information Technology,Financial Services
,,,,,,,,,
Bloomberg,"London, England, United Kingdom",1 day ago,195 applicants,2024 Bloomberg Apprenticeship: Data Engineer Level 5 (Data),"Location: London Team: DataQualification: Data Engineer Level 5Programme Duration: 27 monthsStart Date: September 2024The Company: Bloomberg delivers data, news and analytics through innovative technology and provides real time financial information to more than 325,000 subscribers globally. In a career at Bloomberg, you will play a vital role in making it all happen. You will be joining a team of solution-finders, with a real passion for providing superb customer service in a fast-paced environment. We are a truly global business with a truly diverse workforce. We pride ourselves on being open, inclusive, and collaborative - and in providing a work environment that encourages our employees to be their best.The Apprenticeship Program: The Apprenticeship Programme at Bloomberg is an exciting opportunity to enter the company in a full-time role, take on real responsibility, and discover new skills from day one. Our apprentices make meaningful contributions to our company, while also learning across the industry. Targeted at school leavers, young professionals, military veterans, and those seeking a career change, our program is designed to bridge the gap between the British education system and the ever-changing job market.The Data team: The Bloomberg Data teams work collaboratively to collect, analyze, model and publish the data which is the backbone of our iconic Bloomberg Terminal - the data ultimately feeding and moving the financial markets. As an apprentice in the data team, you will use technical skills to acquire, validate, store, protect, and model comprehensive financial data which is accessible to our clients across various Bloomberg platforms. Coupled with effective communication and a customer-forward outlook, these skills will allow you to effectively manage pipelines of financial data fostering into the Bloomberg Terminal, while developing relationships with internal and external partners to deliver quality products. The team plays a key role in empowering our clients to make well-informed business decisions, whilst providing the necessary client support.Eligibility criteria:  5 GCSEs (or equivalent) at grades 4 - 9 in any subject (Should include Maths & English)  Three A-levels with grades (predicted or achieved) ABB (or equivalent) - which must include either Computer Science, Maths or Physics  Experience using technical skills such as programming, data modelling and statistical methods to solve problems  Learners must not hold an existing qualification at the same or higher level than this apprenticeship in a similar subject  Possess the right to work in the UK  Have lived in the UK continuously for the past 3 years What we would like to see: A passion and curiosity about financial and economic data with the aspiration to work in the financial/fintech services industry  Multitasking and problem-solving skills as well as an ability to work independently and as part of a global team.  Excellent customer service skills - Excellent written and verbal communication skill Apply now: Have we made you curious to learn more? If so, apply! Complete the online application Q&A (answer these questions thoughtfully) and submit your most up-to-date CV. Show us you are eligible. We will get in touch to let you know what the next steps are, but in the meantime feel free to have a look at this: https://www.bloomberg.com/company/careers/early-career/apprenticeships-at-bloomberg/Bloomberg is an equal opportunity employer, and we value diversity at our company. We do not discriminate on the basis of age, ancestry, color, gender identity or expression, genetic predisposition or carrier status, marital status, national or ethnic origin, race, religion or belief, sex, sexual orientation, sexual and other reproductive health decisions, parental or caring status, physical or mental disability, pregnancy or maternity/parental leave, protected veteran status, status as a victim of domestic violence, or any other classification protected by applicable law.Bloomberg provides reasonable adjustment/accommodation to qualified individuals with disabilities. Please tell us if you require a reasonable adjustment/accommodation to apply for a job or to perform your job. Examples of reasonable adjustment/accommodation include but are not limited to making a change to the application process work procedures, providing documents in an alternate format, using a sign language interpreter, or using specialized equipment. If you would prefer to discuss this confidentially, please email EMEA_recruit@bloomberg.net (Europe, the Middle East and Africa). Alternatively, you can get support from our disability partner EmployAbility, please contact +44 7852 764 684 or info@employ-ability.org.uk***
        


        
            Show more
          

          



        
            Show less",Not Applicable,Full-time,Information Technology,"IT Services and IT Consulting, Information Services, and Financial Services"
,,,,,,,,,
,,,,,,,,,
BT Group,"London, England, United Kingdom",1 day ago,,GIS Mobility Analyst (Digital : Active Intelligence),"Full time, 3 days a week together out of either our Manchester or London Digital Hub (flexible 2 days remote wherever).Why this Job Matters?You’ll be working in BT Active Intelligence. Part of BT Data & AI Solutions (BT Digital), the team has big growth ambitions centred on building innovative, customer-centric propositions. Within Active Intelligence, we blend cutting edge data science with AI and Machine Learning to crunch location, movement, and web-behaviour data to provide actionable insights into how each target demographic behaves. We bring clarity, focus and precision to our clients’ business, marketing, and policy decisions.What I'll be doing – your accountabilities?Build and deliver data science solutions with hands-on analysis of large and complex geospatial data sets using multiple technologies (BigQuery, GCP, SQL, Python, Carto).Conduct geospatial analytics and design data solutions using spatial SQL and machine learning techniques and pipelines. Conceptualise and develop new analytical algorithms and products using various statistical and ML methods.Clearly and confidently present complex analytical results in a clear and simple manner to key stakeholders and clients.Deliver analytical results in insightful, interesting, and interactive ways using various technologies and visualisation solutions.Capabilities Required For The Job Mine big data from various sources and discover geospatial patterns and insights from such sources.Design, develop, and validate geospatial mobility-based products.Follow best engineering practices when working on technical solutions, E.g., making sure important technical information is documented in a clean and clear manner.Have a mindset of reproducibility and automation where possible. Measuring effectiveness - You help to set up measures to track operational performance. You support the reviewing, analysing, and interpreting of data to provide insights for decision-making. Ability to work well with a team, to collaborate on ideas and contribute collectively for a common goal.Skills And ExperienceExperience working with Geographic Information Systems (ArcGIS, Carto, QGIS) (understanding of standard geographies, shapefiles, geospatial joins, spatial visualisations).Experience designing, developing, and validating solutions for complex analytical problems.Working knowledge of Spatial-SQL. Experience working in (or studies in) the transport planning, location analytics, or mobility domains.Knowledge of geospatial data sources within the UKBenefits Competitive salary 25 days annual leave (plus bank holidays) 10% on target bonus Life Assurance Pension scheme Direct share scheme Option to join the Healthcare Cash Plan or other benefits such as dental insurance, gym memberships etc. 50% off EE mobile pay monthly or SIM only plans Exclusive colleague discounts on our latest and greatest BT broadband packages BT TV with TNT Sports and NOW Entertainment 50% discount for friends and family on EE SIM Only plans & airtime element off a Flex Pay planHow To ApplyIt's easy to apply online; you just need a copy of your up-to-date CV and to follow the step-by step process. Don't worry if you need to make changes - you'll have the opportunity to review and edit your work on the final page. We look forward to receiving your application!
        


        
            Show more
          

          



        
            Show less",Not Applicable,Full-time,Information Technology,Telecommunications
Fitch Ratings,"London, England, United Kingdom",10 hours ago,136 applicants,Master Data Management - Product Analyst,"Master Data Management Product Analyst  The Fitch Group Chief Data Office (CDO) team is seeking a Master Data Management (MDM) Product Analyst to join us in London. We’re looking for a delivery-focused individual to help define the vision and roadmap for the way we master data in support of internal and external business needs.In this role, you’ll report to the MDM Product Owner and partner with business leads and commercial product owners to address stakeholder challenges. You will support the Product Owner in managing an agile team to build the targeted solutions that will provide the biggest improvements in experience and return on investment. You’ll help us to integrate the latest technology to modernize our data management over time.You’re a great fit if you can see the big picture to define a long-term plan – and break that work into small, prioritized chunks that allow the team to demonstrate incremental value. Strong relationship-building and communication skills are a must, as you’ll work directly with stakeholders to articulate the value of MDM, gather and provide feedback at critical points, and own responsibility for multiple milestones and deliverables.We’ll Count On You To Helps champion and advocate for the MDM data product  Supports the definition of the strategy and direction of the MDM program, based on input from the business, risk and impact assessments, and available resources, along with a roadmap that articulates the objectives and measurable improvements to support key business goals  Works hand-in-hand with stakeholders to understand their challenges, opportunities, and priorities and factors them into detailed business and functional requirements  Possess subject-matter-expertise on the end-to-end MDM process and how it relies on multiple teams and connection points to tightly connect and realize value from raw data to customer  Develop high quality presentations that will be used to explain to senior management the overall strategy and target roadmap for the program  Own the backlog and prioritization of work items by aligning them to agile stories that guide the development team’s schedule and align to the roadmap  Help manage the agile team to instill a customer-centric mindset, with an eye towards innovation as well as reducing technical debt  Develop collaborative relationships at multiple different levels and functions across the organization which have interconnects with the MDM program What You Need To Have Proven track record in master data management  Relevant financial services industry experience in financial and master data sources  Strong knowledge of entity and fixed income data, including major third-party vendor providers in those domains  Demonstrable history of capturing requirements and delivering multi-strand initiatives, and the skills to balance strategic needs while focusing on the customer  Flexible mindset with an ability to adapt quickly to changes  Strong communication and interpersonal skills for interacting with stakeholders at all levels  Comfortable in matrixed organizations with a proven track record of generating positive returns on investment  Exceptional teamwork, coordination, organization, and planning skills  Self-driven, confident and able to work at pace, to make decisions and eliminate defects  Bachelor’s required What Would Make You Stand Out Ratings’ Agency experience a plus  Experience of working in the fixed income operations or middle office function of a bank  Experience of implementing in-house or third-party MDM software, such as Informatica  Agile practitioner capabilities and experience working with or in agile teams  Why Fitch? At Fitch Group, the combined power of our global perspectives is what differentiates us. Our global network of colleagues comes together to accomplish things greater than they ever could alone.Every team member is essential to our business and each perspective is critical to our success. We embrace a diverse culture that encourages a free exchange of ideas, guaranteeing your voice will be heard and your work will have an impact, regardless of seniority.We are building incredible things at Fitch and we invite you to join us on our journey.Fitch Group is a global leader in financial information services with operations in more than 30 countries. Wholly owned by the Hearst Corporation, we are comprised of three main businesses: Fitch Ratings | Fitch Solutions | Fitch Learning.For More Information Please Visit Our Websiteswww.fitchratings.com | www.fitchsolutions.com | www.fitchlearning.comFitch is committed to providing global securities markets with objective, timely, independent and forward-looking credit opinions. To protect Fitch’s credibility and reputation, our employees must take every precaution to avoid conflicts of interests or any appearance of a conflict of interest. Should you be successful in the recruitment process at Fitch Ratings you will be asked to declare any securities holdings and other potential conflicts prior to commencing employment. If you, or your immediate family, have any holdings that may conflict with your work responsibilities, you may be asked to divest yourself of them before beginning work.Fitch Group is proud to be an Equal Opportunity and Affirmative Action Employer. We evaluate qualified applicants without regard to race, color, national origin, religion, sex, sexual orientation, gender identity, disability, protected veteran status, and other statuses protected by law.



        
            Show more
          

          



        
            Show less",Mid-Senior level,Full-time,Analyst and Finance,Financial Services
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
Hunter Bond,"London, England, United Kingdom",4 days ago,30 applicants,Contract SQL Developer (Data Pipelines) - Multi Strategy Fund - £600 per day,"Hunter Bond have partnered with a multi-strategy fund who are looking for a talented SQL developer to join a core Data Warehouse team that is ultimately the single source of truth when it comes to financial data being produced throughout the firm and is critical in supporting the various trading and investment strategies of the business.The successful candidate will mainly be responsible for helping evolve and support the Data Service, Architecture and tools as the firm look to increase their usage of Parquet & utilistation of the AWS Stack.Key Requirements:SQL Development experience to an advanced level - database performance and tuningAble to understand Perl / Unix ScriptsIdeally have experience in migrating datasets from a data warehouse to a data lakeFamilar with datasets used by Financial Services firmsFurther Information:6 month rolling contractLondon BasedUp to £600 per day (Inside IR35)If you satisfy the above requirements, please apply with an up to date CV.



        
            Show more
          

          



        
            Show less",Mid-Senior level,Full-time,Finance and Information Technology,Financial Services and Investment Management
,,,,,,,,,
Medpace,"London, England, United Kingdom",1 day ago,44 applicants,"Statistical Analyst (Experienced, SAS)","Due to continuous business growth, we are expanding our Global Biostatistics team, and looking for an experienced Statistical Analyst to join our UK team in London, Stirling or home-based.This role is responsible for leading the Biostatistics activities for multiple complex clinical trial projects, working directly with the client and collaborating with other departments and Clinical Trial Management team, operating in a leadership position and representing the Biostatistics department at client meetings.This position will work in a team to accomplish tasks and projects that are instrumental to the company’s success. If you want an exciting career where you use your previous expertise and can develop and grow your career even further, then this is the opportunity for you.ResponsibilitiesDevelopment of detailed Medpace Data Analysis Plan for assigned projects;Development of analysis databases;Communication of project requirements for CRF design, database design, and database clean-up to ensure the key study variables are suitable for analysis; Programming of study analysis, review of study results, and preparation of statistical methods section for clinical/statistical reports, and related regulatory submission documents;Communication of statistical results to medical writing personnel to ensure accurate interpretation; andCollaboration with Global Statistics team members and programmers to ensure study outputs are produced to a high quality and in a timely fashion.QualificationsMaster’s Degree in statistics, biostatistics, or equivalent areas and strong relevant industry or equivalent experience;SAS Programming experience;Excellent communication and leadership skills;Familiarity with regulatory requirements/guidelines for data submission and analysis;Expertise in biostatistical methodologies applicable to Clinical Trials; andKnowledge of advanced programming methods. Medpace OverviewMedpace is a full-service clinical contract research organization (CRO). We provide Phase I-IV clinical development services to the biotechnology, pharmaceutical and medical device industries. Our mission is to accelerate the global development of safe and effective medical therapeutics through its scientific and disciplined approach. We leverage local regulatory and therapeutic expertise across all major areas including oncology, cardiology, metabolic disease, endocrinology, central nervous system, anti-viral and anti-infective. Headquartered in Cincinnati, Ohio, employing more than 5,000 people across 40+ countries.Why Medpace?People. Purpose. Passion. Make a Difference Tomorrow. Join Us Today.The work we’ve done over the past 30+ years has positively impacted the lives of countless patients and families who face hundreds of diseases across all key therapeutic areas. The work we do today will improve the lives of people living with illness and disease in the future.Medpace PerksHybrid work-from-home options (dependent upon position and level)Competitive PTO packagesCompany-sponsored employee appreciation events Employee health and wellness initiativesFlexible work scheduleCompetitive compensation and benefits packageStructured career paths with opportunities for professional growthAwardsRecognized by Forbes as one of America's Best Mid-size Companies in 2021, 2022 and 2023Continually recognized with CRO Leadership Awards from Life Science Leader magazine based on expertise, quality, capabilities, reliability, and compatibilityWhat To Expect NextA Medpace team member will review your qualifications and, if interested, you will be contacted with details for next steps.EO/AA Employer M/F/Disability/Vets
        


        
            Show more
          

          



        
            Show less",Mid-Senior level,Full-time,"Research, Analyst, and Information Technology",Pharmaceutical Manufacturing
Guardian Jobs,"City of Westminster, England, United Kingdom",2 days ago,,"Senior Data Analyst, ONWARD","ONWARDOnward is recruiting a Senior Data Analyst to work across all of our research programmes and bring our polling and analysis to life. You will produce data-driven, impactful research using large datasets, and be our in-house expert on quantitative analysis, working with researchers, research fellows and external pollsters on a wide range of topics. This is the ideal second or third job for someone with a background in quantitative research who is interested in UK politics and policy.Job Description Communication Research collaboration Statistical analysisApply advanced statistical techniques to analyse large datasets, including segmentation, logit and multivariate regression and principal component analysis, such as our Good Neighbours and Network Effects reports. Identify datasets to test possible research questions using social surveys, administrative data, the Census, and opinion polling.Draft and co-author research reports, briefings and op-eds to shape the debate around policy and politics in the UK. Extract meaningful patterns and trends from a range of datasets. Use insights to tell clear and compelling stories. Communicate complex quantitative findings to both technical and non-technical audiences.Collaborate with Onward’s policy teams to design and execute quantitative analyses to answer key research questions, such as our Missing Millenials and Reality Check reports. Communicate findings and insights to colleagues, fostering a collaborative and knowledge-sharing environment.Person specificationA University degree in a field related to statistics, social or political science, data science, or quantitative research methods.Previous experience working in quantitative research. Proficiency in statistical analysis software (e.g. R, Python, STATA, Excel) and data visualisation tools (such as Tableau or QGIS).Excellent communication skills – able to interpret, visualise and present data.Highly organised – able to work independently and as part of a team, and manage multiple projects at any given time.Salary: £32,500 – £42,500. Dependent on experience.Commitment: Full-timeWorking pattern: 9am to 5.30pm, Monday to Friday, flexible working from home and the Westminster Office.Closing Date: 7th MarchInterviews with a case study: w/c 11th MarchTo apply please email your CV and a covering letter to office@ukonward.com
        


        
            Show more
          

          



        
            Show less",Mid-Senior level,Full-time,Information Technology,Staffing and Recruiting
Phoenix Group,"London, England, United Kingdom",5 days ago,137 applicants,Quantitative Analyst (Qualified),"Job DescriptionJob Type: PermanentLocation and flexible working: London. We recognise the benefits of flexible working and will discuss what is important to you and balancing this with business requirements during the recruitment process.Flexible working: All of our roles are open to part-time, job-share and other types of flexibility. We will discuss what is important to you and balancing this with business requirements during the recruitment process. You can read more about Phoenix Flex hereJob Type: PermanentClosing Date: 1st March 2024Salary and benefits: Competative dependent on experience plus bonus up to 32%, private medical cover, 38 days annual leave, excellent pension, 12x salary life assurance, income protection, 3x volunteering days and much moreWe have an incredible opportunity to join us here at Phoenix Group as a Quantitative Analyst (Qualified) to join Mortgage Solutions within Retirement Solutions. In order to support our growth and innovation, the team is seeking to increase its structuring capabilities. Retirement Solutions has been identified as a key component of the Open Business and is seen as the primary driver of the Group’s growth in the new future, which makes this a really exciting time to join us on our journey.Who are we?We want to be the best place that any of our 6,800 colleagues have ever worked.We’re the UK’s largest long-term savings and retirement business. We offer our 12 million customers products across our market-leading brands, including Standard Life, SunLife and ReAssure, with c. £259 billion of assets under administration. We’re a FTSE 100 organisation that is tackling key issues such as transitioning our portfolio to net zero by 2050, and we’re not done yet.The roleRoleThe primary focus of this role will be model and new product development, and helping build the data architecture for the business:Supporting new product developments by building cash flow models and assessing financials of a transactionSupporting Structuring work and matching adjustment application of new assetsSupporting the development and implementation of new infrastructure and data architecture, with a focus on Equity Release Mortgages initially but with scope to expand to other standard mortgage productsModel enhancements – both for our portfolio of mortgages and their securitisationProducing processes for detailed and meaningful MI for the firm’s portfolio and securitisations, and portfolio what-of analysis.Providing regular reports on portfolio position and impact of prospective new business.Presenting complex technical analysis to senior stakeholders.Ongoing maintenance of models and their documentation.Responding to other ad-hoc quantitative/modelling work from Mortgage Solutions teamWhat are we looking for?You will need to be qualified with extensive experience within the insurance sector and/or experience managing capital for financial institutions. Knowledge of financial balance sheets is preferable (including insurance/reinsurance or banking).Ideally You Will Be Very quantitative as demonstrated through education, qualifications and/or experience, with excellent modelling skills and an interest in gaining structuring experience within a growing mortgage business. Comfortable working in cross-functional project teams with diverse thoughts and views, and has good organisational skills to bring it all together Fluency with quantitative toolkits/systems: and programming languages including Python, Matlab, VBA and SQL. Good interpersonal and communication skills and love being a team player Willingness to take ownership of projects/processes over time Able to deliver under tight deadlines Familiarity with Equity Release Mortgages and other standard mortgage productsWe Want To Hire The Whole Version Of You.We are committed to ensuring that everyone feels accepted and welcome applicants from all backgrounds. If your experience looks different from what we’ve advertised and you believe that you can bring value to the role, we’d love to hear from you.If you require any adjustments to the recruitment process, please let us know so we can help you to be at your best.Find out more about Guide for Candidates: thephoenixgroup.pagetiger.com/guideforcandidates Find or get answers from our colleagues: www.thephoenixgroup.com/careers/talk-to-us



        
            Show more
          

          



        
            Show less",Mid-Senior level,Part-time,"Research, Analyst, and Information Technology",Financial Services
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
ADLIB Recruitment | B Corp™,"London, England, United Kingdom",1 day ago,,Senior Research & Market Insight Analyst,"Working for an award winning company, recognised as a top employer and investors of people.Get stuck into research across multiple areas and sectors.Grow your career across research, data and insight.Join a law firm known for their high service, get stuck into research and data to help them grow!What You’ll Be DoingYou’ll be researching new opportunities for the business, assist with data driven research and more!Sitting within a team to help deliver insights and expertise around various aspects of the firm, you’ll be working to implement strategies, incentives and more. You’ll be working alongside managers in order to support with research and analysis to better understand market trends.You’ll create profiles for new – and existing – clients in order to adapt and evolve as a firm so that they can understand more about their clients. You’ll be collecting data and providing insights to stakeholders. You’ll research to provide market insights, competitor insights. You’ll work alongside marketing to help them develop new strategies by providing data, insights and research pieces. This role will involve developing and creating reports, presenting to clients and communicating your findings.In a role balancing research and data analysis, you’ll be reviewing competitors’ activities, gaps in the market and areas to improve. You’d research emerging markets, industry trends, competitors and more. It’s the perfect chance to grow your career in research and data!What Experience You’ll Need To ApplySeveral years’ experience working in a research positionUnderstanding of data driven insights and researchExperience working in a professional services environment (ideally finance, insurance or legal)Confident with qualitative and quantitative researchKnowledge of market research techniques and tools technology (Vable, Pitchbook and MarketIQ)Ideally working knowledge of CRM systemsExperience taking research and training it into actionable recommendationsStrong communication and presentation skillsExperience working in legal environment/legal research is a bonusThis role would require a candidate based near the London office to go in twice a week.What You’ll Get In Return For Your ExperienceA base salary of up to £58,000 plus bonus and benefits!What’s next?Please contact Tegan with an up-to-date CV today!
        


        
            Show more
          

          



        
            Show less",Mid-Senior level,Full-time,"Research, Analyst, and Information Technology",Staffing and Recruiting
,,,,,,,,,
Erasmus International SA de CV,"City of London, England, United Kingdom",3 days ago,,Graduate/Junior Machine Learning Engineer,"Graduate/Junior Machine Learning Software Engineer - London (flexible 100% remote work or hybrid)Machine Learning Software Engineer, Data Science, Data Scientist, Computer Vision, Text Mining, Deep Learning, Python, C++, Big Data.An innovative and highly successful technology company is seeking exceptionally strong graduates from leading universities (Imperial, Cambridge University and Oxford University etc.) to join their talented and rapidly growing Machine Learning Software Engineering team.This is an opportunity to develop your skills and start your career within a company that offers huge potential for growth. You will be learning innovative technology whilst developing cutting-edge machine learning algorithms. The company is developing one of the leading software products within cybersecurity which have already won many awards and global competitions.IDEAL CANDIDATE Degree from a leading university (I.e. Imperial, Cambridge, Oxford) and standout academics Degree in Computer Science, Machine Learning, AI etc. preferred Some knowledge of Machine Learning will be beneficial but there is full training Strong programming skills Good software development practices.Please apply straight away if interested as this role will be very popular! Machine Learning Software Engineer, Data Science, Data Scientist, Computer Vision, Text Mining, Deep Learning, Python, C++, Big Data.Graduate/Junior Machine Learning Software Engineer - London (flexible 100% remote work or hybrid)



        
            Show more
          

          



        
            Show less",Entry level,Full-time,Information Technology,Software Development
Global,"London, England, United Kingdom",4 days ago,79 applicants,Data Engineer,"Job Description Data Engineer Reporting of the Role This role reports to Head of Data Engineering Overview of job We are looking for a passionate Data Engineer with excellent problem solving, teamwork, and communication skills to join our dynamic data team based in London.The role would be reporting to the Head of Data, and focused initially on DAX - a groundbreaking digital advertising exchange which connects brands with audiences at scale across connected audio and digital out-of-home.This role will be responsible for building and evolving key DAX data services such as publisher/advertiser insights, identity resolution and audience modelling.This is a phenomenal opportunity to use and develop your technical expertise to work alongside a very successful project within Global, and to deliver ground-breaking and innovative data products that will impact audio and out-of-home ad-technology. 3 best things about the job Play a central role in crafting and defining our data architecture at a pivotal time for data strategy in Global!Work with a team of data and software specialists, passionate about building scalable data services and pushing towards turning DAX into an efficient ad delivery platform that feeds from real-time data insights!Getting training and hands-on experience on the latest tools and technologies such as AWS, Apache Spark, K8s, etc. Measures of success – In the first few months, you would have: Applied sound standard methodology in deploying data services; appreciating potential impact to scalability, reliability, accuracy, efficiency and costsShown understanding of how and why data services are applied in programmatic advertisementContributed to the development of our streaming data pipelines.Become immersed within ad technology and programmatic advertisement; partnering with the business to deliver trusted data products. Responsibilities of the role Building and evolving key data platforms, services and pipelines used across DAXBeing responsible for the development of streaming systems and Big Data managementBe accountable for delivering data services that produce tangible business valueMaintaining existing pipelines and processes, such as Airflow DAGs of varied types, guaranteeing continuous data deliveryWhat you will needThe ideal candidate will be proactive and willing to develop and implement innovative solutions, capable of the following:Recommended:Skilled in a programming language (Python, Java, etc.)Proficiency with cloud services (ideally AWS)Large-scale streaming data (i.e. Apache Kafka)Experience with low-latency time-series' database (i.e. Apache Druid)Understanding of building and deploying highly available, distributed systems of data extraction, transformation and loading of datasetsMonitoring data reliability and infrastructure performanceKnowledge of continuous delivery and continuous integration (Jenkins, Docker, K8s)Understanding of Agile methodologies and Continuous DeliveryBonus Points for:Databricks/Apache SparkAWS/Azure/GCP CertificationsInfrastructure as Code (i.e. Terraform)Ability to debug distributed architecture Everyone is welcome at Global Just like our media and entertainment platforms are for everyone, so are our workplaces. We know that we can’t possibly serve our diverse audiences without first nurturing and celebrating it in our people and that’s why we work hard to create an inclusive culture for everyone. We believe that diversity will set us apart, so no matter what you look like, where you come from or what your favourite radio station is, we want to hear from you.We will always seek to make appropriate adjustments to the recruitment process and workplace to be fully inclusive to people with different needs and working styles. If you require us to make any reasonable adjustments for you or to disclose a condition, please email recruitment@global.com
        


        
            Show more
          

          



        
            Show less",Entry level,Full-time,Information Technology,Broadcast Media Production and Distribution
